,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,6.870025634765625,0.15821683406829834,1.935037612915039,0.18803717195987701
1,6.705443859100342,0.20025871694087982,1.8939319849014282,0.2610917389392853
2,6.368896484375,0.26797354221343994,1.8572858572006226,0.2656213641166687
3,6.019557476043701,0.3271307051181793,1.785733699798584,0.33693379163742065
4,5.65371561050415,0.37598884105682373,1.624318242073059,0.4235772490501404
5,5.383162021636963,0.40335339307785034,1.6309161186218262,0.4186991751194
6,5.242485046386719,0.4259415864944458,1.6298452615737915,0.4183507561683655
7,4.988255977630615,0.44415146112442017,1.6094616651535034,0.43391406536102295
8,4.825399398803711,0.46236130595207214,1.5421831607818604,0.4687572717666626
9,4.6915154457092285,0.4796258509159088,1.5423437356948853,0.4717769920825958
10,4.582002639770508,0.48534753918647766,1.5081242322921753,0.4858304262161255
11,4.44530725479126,0.49738791584968567,1.5296249389648438,0.4828106760978699
12,4.380727767944336,0.49987560510635376,1.5160092115402222,0.4901277720928192
13,4.292396545410156,0.5120155215263367,1.5477194786071777,0.4828106760978699
14,4.156332969665527,0.5232598781585693,1.531385064125061,0.496515691280365
15,4.153276443481445,0.5232101082801819,1.5469106435775757,0.49117305874824524
16,4.078819274902344,0.5345041751861572,1.5216114521026611,0.5067363381385803
17,4.04354190826416,0.5397283434867859,1.5552055835723877,0.4930313527584076
18,4.0656843185424805,0.5307229161262512,1.544219732284546,0.5038327574729919
19,3.9410107135772705,0.554405689239502,1.5004501342773438,0.5163763165473938
20,3.8354220390319824,0.5644559264183044,1.5127829313278198,0.5148664116859436
21,3.866487741470337,0.5611721873283386,1.5065512657165527,0.5183507800102234
22,3.8201920986175537,0.5669933557510376,1.524554967880249,0.5124273896217346
23,3.7739932537078857,0.572864294052124,1.4983127117156982,0.5255516767501831
24,3.725985288619995,0.5737101435661316,1.5198239088058472,0.5170731544494629
25,3.719006061553955,0.5765460729598999,1.568298101425171,0.5065040588378906
26,3.694044828414917,0.581421971321106,1.5271070003509521,0.5222996473312378
27,3.6881861686706543,0.5798795819282532,1.514194369316101,0.5232288241386414
28,3.662010431289673,0.5858997702598572,1.5630296468734741,0.5097560882568359
29,3.682161569595337,0.5820687413215637,1.5298888683319092,0.5257839560508728
30,3.624134063720703,0.5928155779838562,1.5110414028167725,0.5299651622772217
31,3.5122408866882324,0.6034628748893738,1.5385165214538574,0.5249709486961365
32,3.487823963165283,0.6103288531303406,1.5429850816726685,0.5263646841049194
33,3.5310559272766113,0.6056022644042969,1.533409833908081,0.5269454121589661
